"job_id","job_title","job_country","job_schedule_type","salary_year_avg","company_name","skills"
1269187,"Data Analyst with PowerBI Dashboards Experience","United States","Full-time","82500.0","Get It Recruit - Information Technology","python"
1727059,"Technical/Data Analyst","United States","Full-time","82500.0","Get It Recruit - Information Technology","python"
427343,"Data Delivery Analyst","United States","Full-time","82500.0","Get It Recruit - Information Technology","python"
1621876,"Data Analyst (Tableau)","United States","Full-time","82500.0","Customer Value Partners","python"
672574,"Data Analyst","United States","Full-time","82500.0","Emotive","python"
1795056,"Clinical Research Data Programmer Analyst","United States","Full-time","82500.0","Vitalief Inc.","r"
427343,"Data Delivery Analyst","United States","Full-time","82500.0","Get It Recruit - Information Technology","r"
863059,"Accounting / Data Analyst","United States","Full-time","82500.0","Confidential","sap"
1795056,"Clinical Research Data Programmer Analyst","United States","Full-time","82500.0","Vitalief Inc.","sas"
1715658,"Data Analyst","United States","Full-time","82500.0","Get It Recruit - Information Technology","sas"
1715658,"Data Analyst","United States","Full-time","82500.0","Get It Recruit - Information Technology","sas"
1795056,"Clinical Research Data Programmer Analyst","United States","Full-time","82500.0","Vitalief Inc.","sas"
